41210,경기도 광명시
41220,경기도 평택시
41230,경기도 송탄시
41250,경기도 동두천시
41270,경기도 안산시
41271,경기도 안산시
41273,경기도 안산시
41280,경기도 고양시
41281,경기도 고양시
41283,경기도 고양시
41285,경기도 고양시
41287,경기도 고양시
41290,경기도 과천시
41310,경기도 구리시
41330,경기도 평택시
41350,경기도 미금시
41360,경기도 남양주시
41370,경기도 오산시
41390,경기도 시흥시
41410,경기도 군포시
41430,경기도 의왕시
41450,경기도 하남시
41460,경기도 용인시
41461,경기도 용인시
41463,경기도 용인시
41465,경기도 용인시
41480,경기도 파주시
41500,경기도 이천시
41550,경기도 안성시
41570,경기도 김포시
41590,경기도 화성시
41610,경기도 광주시
41630,경기도 양주시
41650,경기도 포천시
41670,경기도 여주시
41710,경기도 양주군
41720,경기도 남양주군
41730,경기도 여주군
41740,경기도 평택군
41750,경기도 화성군
41760,경기도 시흥군
41770,경기도 파주군
41780,경기도 고양군
41790,경기도 광주군
41800,경기도 연천군
41810,경기도 포천군
41820,경기도 가평군
41830,경기도 양평군
41840,경기도 이천군
41850,경기도 용인군
41860,경기도 안성군
41870,경기도 김포군
41880,경기도 강화군
41890,경기도 옹진군
42050,강원도 울진군
42110,강원도 춘천시
42130,강원도 원주시
42150,강원도 강릉시
42170,강원도 동해시
42190,강원도 태백시
42210,강원도 속초시
42230,강원도 삼척시
42710,강원도 춘성군
42715,강원도 춘천군
42720,강원도 홍천군
42730,강원도 횡성군
42740,강원도 원성군
42745,강원도 원주군
42750,강원도 영월군
42760,강원도 평창군
42770,강원도 정선군
42780,강원도 철원군
42790,강원도 화천군
42800,강원도 양구군
42810,강원도 인제군
42820,강원도 고성군
42830,강원도 양양군
42840,강원도 명주군
42850,강원도 삼척군
43050,충청북도 제천군
43110,충청북도 청주시
43111,충청북도 청주시
43112,충청북도 청주시
43113,충청북도 청주시
43114,충청북도 청주시
43130,충청북도 충주시
43150,충청북도 제천시
43710,충청북도 청원군
43720,충청북도 보은군
43730,충청북도 옥천군
43740,충청북도 영동군
43745,충청북도 증평군
43750,충청북도 진천군
43760,충청북도 괴산군
43770,충청북도 음성군
43780,충청북도 중원군
43790,충청북도 제원군
43795,충청북도 제천군
43800,충청북도 단양군
44050,충청남도 천안군
44110,충청남도 대전시
44111,충청남도 대전시
44113,충청남도 대전시
44115,충청남도 대전시
44130,충청남도 천안시
44131,충청남도 천안시
44133,충청남도 천안시
44150,충청남도 공주시
44170,충청남도 대천시
44180,충청남도 보령시
44190,충청남도 온양시
44200,충청남도 아산시
44210,충청남도 서산시
44230,충청남도 논산시
44250,충청남도 계룡시
44270,충청남도 당진시
44710,충청남도 금산군
44720,충청남도 대덕군
44730,충청남도 연기군
44740,충청남도 공주군
44750,충청남도 논산군
44760,충청남도 부여군
44770,충청남도 서천군
44780,충청남도 보령군
44790,충청남도 청양군
44800,충청남도 홍성군
44810,충청남도 예산군
44820,충청남도 서산군
44825,충청남도 태안군
44830,충청남도 당진군
44840,충청남도 아산군
44850,충청남도 천원군
44860,충청남도 천안군
45050,전라북도 금산군
45110,전라북도 전주시
45111,전라북도 전주시
45113,전라북도 전주시
45130,전라북도 군산시
45140,전라북도 익산시
45150,전라북도 이리시
45170,전라북도 정주시
45180,전라북도 정읍시
45190,전라북도 남원시
45210,전라북도 김제시
45710,전라북도 완주군
45720,전라북도 진안군
45730,전라북도 무주군
45740,전라북도 장수군
45750,전라북도 임실군
45760,전라북도 남원군
45770,전라북도 순창군
45780,전라북도 정읍군
45790,전라북도 고창군
45800,전라북도 부안군
45810,전라북도 김제군
45820,전라북도 옥구군
45830,전라북도 익산군
46010,전라남도 광주시
46011,전라남도 광주시
46012,전라남도 광주시
46013,전라남도 광주시
46020,전라남도 금성시
46030,전라남도 송정시
46050,전라남도 광산군
46110,전라남도 목포시
46130,전라남도 여수시
46150,전라남도 순천시
46170,전라남도 나주시
46190,전라남도 여천시
46210,전라남도 동광양시
46230,전라남도 광양시
46710,전라남도 담양군
46720,전라남도 곡성군
46730,전라남도 구례군
46740,전라남도 광양군
46750,전라남도 여천군
46760,전라남도 승주군
46770,전라남도 고흥군
46780,전라남도 보성군
46790,전라남도 화순군
46800,전라남도 장흥군
46810,전라남도 강진군
46820,전라남도 해남군
46830,전라남도 영암군
46840,전라남도 무안군
46850,전라남도 나주군
46860,전라남도 함평군
46870,전라남도 영광군
46880,전라남도 장성군
46890,전라남도 완도군
46900,전라남도 진도군
46910,전라남도 신안군
47010,경상북도 대구시
47011,경상북도 대구시
47012,경상북도 대구시
47013,경상북도 대구시
47014,경상북도 대구시
47015,경상북도 대구시
47016,경상북도 대구시
47020,경상북도 신안동시
47050,경상북도 영주군
47110,경상북도 포항시
47111,경상북도 포항시
47113,경상북도 포항시
47130,경상북도 경주시
47150,경상북도 김천시
47170,경상북도 안동시
47190,경상북도 구미시
47210,경상북도 영주시
47230,경상북도 영천시
47250,경상북도 상주시
47270,경상북도 점촌시
47280,경상북도 문경시
47290,경상북도 경산시
47710,경상북도 달성군
47720,경상북도 군위군
47730,경상북도 의성군
47740,경상북도 안동군
47750,경상북도 청송군
47760,경상북도 영양군
47770,경상북도 영덕군
47780,경상북도 영일군
47790,경상북도 월성군
47795,경상북도 경주군
47800,경상북도 영천군
47810,경상북도 경산군
47820,경상북도 청도군
47830,경상북도 고령군
47840,경상북도 성주군
47850,경상북도 칠곡군
47860,경상북도 금릉군
47870,경상북도 선산군
47880,경상북도 상주군
47890,경상북도 문경군
47900,경상북도 예천군
47910,경상북도 영풍군
47920,경상북도 봉화군
47930,경상북도 울진군
47940,경상북도 울릉군
48010,경상남도 부산시
48011,경상남도 부산시
48012,경상남도 부산시
48013,경상남도 부산시
48014,경상남도 부산시
48015,경상남도 부산시
48016,경상남도 부산시
48050,경상남도 창원군
48060,경상남도 울산군
48070,경상남도 동래군
48110,경상남도 창원시
48120,경상남도 창원시
48121,경상남도 창원시
48123,경상남도 창원시
48125,경상남도 창원시
48127,경상남도 창원시
48129,경상남도 창원시
48130,경상남도 울산시
48131,경상남도 울산시
48133,경상남도 울산시
48135,경상남도 울산시
48137,경상남도 울산시
48150,경상남도 마산시
48151,경상남도 마산시
48153,경상남도 마산시
48160,경상남도 마산시
48170,경상남도 진주시
48190,경상남도 진해시
48210,경상남도 충무시
48220,경상남도 통영시
48230,경상남도 삼천포시
48240,경상남도 사천시
48250,경상남도 김해시
48270,경상남도 밀양시
48290,경상남도 장승포시
48310,경상남도 거제시
48330,경상남도 양산시
48710,경상남도 진양군
48720,경상남도 의령군
48730,경상남도 함안군
48740,경상남도 창녕군
48750,경상남도 밀양군
48760,경상남도 양산군
48770,경상남도 울주군
48775,경상남도 울산군
48780,경상남도 김해군
48790,경상남도 의창군
48795,경상남도 창원군
48800,경상남도 통영군
48810,경상남도 거제군
48820,경상남도 고성군
48830,경상남도 사천군
48840,경상남도 남해군
48850,경상남도 하동군
48860,경상남도 산청군
48870,경상남도 함양군
48880,경상남도 거창군
48890,경상남도 합천군
49110,제주도 제주시
49130,제주도 서귀포시
49710,제주도 북제주군
49720,제주도 남제주군
50110,제주특별자치도 제주시
50130,제주특별자치도 서귀포시
